"","unitSamplingEpisodeID","treeID","plotID","treeTagNo","speciesID","dbh_in","ht_ft","htlc_ft","cbh_ft","statusID","notes","dateCreated","crownScorch_.","maxScorchHt_ft","minBoleChar_ft","maxBoleChar_ft","burnSeverity","unitName","Error"
"1476",10,2128,175,3592,1029,9.1,33,14,14,1,"","11/14/2016",5,15,1,7,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1477",10,2129,175,3593,1030,0.2,5,1,1,1,"","11/14/2016",100,5,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1478",10,2130,175,3594,1029,1.1,8,7,6,1,"","11/14/2016",100,8,0.1,2,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1480",10,2132,175,3596,1029,1.8,8,7,7,1,"","11/14/2016",95,8,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1481",10,2133,175,3597,1029,1.4,7,6,5,1,"","11/14/2016",100,7,0.1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1484",10,2136,175,1202,1029,3.2,17,7,6,1,"","11/14/2016",35,10,0.1,2,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1485",10,2137,175,1203,1029,0.6,5,4,3,1,"","11/14/2016",100,5,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1492",10,2144,177,1210,1029,11,48,15,9,1,"","11/14/2016",95,46,7,17,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1493",10,2145,177,1211,1029,5.3,28,9,9,1,"","11/14/2016",90,25,1,3,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1494",10,2146,177,1212,936,0.6,6,2,1,1,"","11/14/2016",75,6,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1495",10,2147,177,1213,936,0.8,7,2,0,1,"","11/14/2016",30,4,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1496",10,2148,177,1214,936,0.4,5,1,1,1,"","11/14/2016",95,3,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1497",10,2149,177,1215,936,2.1,9,1,1,1,"","11/14/2016",20,4,0,2,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1498",10,2150,177,1216,936,0.5,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1499",10,2070,171,3534,936,0.5,7,1,1,1,"","11/14/2016",100,7,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1500",10,2071,171,3535,858,0.3,5,1,1,1,"","11/14/2016",100,5,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1501",10,2153,177,1219,936,0.5,6,2,1,1,"","11/14/2016",95,5,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1502",10,2073,171,3537,1030,0.6,7,1,1,1,"","11/14/2016",100,7,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1503",10,2074,171,3538,936,1.2,9,1,1,1,"","11/14/2016",100,9,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1504",10,2075,171,3539,858,0.6,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1505",10,2076,171,3540,1030,0.4,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1506",10,2077,171,3541,936,1.4,11,1,1,1,"","11/14/2016",100,11,0.1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1508",10,2079,171,3543,1030,0.3,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1509",10,2080,171,3544,858,0.3,5,1,1,1,"","11/14/2016",100,5,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1510",10,2081,171,3545,1030,0.3,5,1,1,1,"","11/14/2016",100,5,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1511",10,2082,171,3546,936,1.5,11,1,1,1,"","11/14/2016",100,11,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1512",10,2083,171,3547,936,1.7,11,1,1,1,"","11/14/2016",60,7,0.1,2,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1513",10,2084,171,3548,936,1.4,12,1,1,1,"","11/14/2016",75,12,1,2,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1514",10,2085,171,3549,1030,0.3,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1515",10,2086,171,3550,858,0.3,5,1,1,1,"","11/14/2016",100,5,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1516",10,2087,171,3551,858,1.3,10,1,1,1,"","11/14/2016",30,7,0,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1517",10,2088,171,3552,1030,1,8,1,1,1,"","11/14/2016",100,8,0.1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1519",10,2090,171,3554,936,0.6,6,1,1,1,"","11/14/2016",95,5,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1520",10,2091,171,3555,1030,1.2,11,1,1,1,"","11/14/2016",30,8,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1536",10,2067,171,3531,936,0.5,5,1,1,1,"","11/14/2016",100,5,1,1,4,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1537",10,2068,171,3532,936,1.2,9,1,1,1,"","11/14/2016",100,9,1,1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1538",10,2069,171,3533,936,0.4,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1541",10,2072,171,3536,936,0.8,6,1,1,1,"","11/14/2016",45,4,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1544",10,2115,175,3579,1029,3.4,17,7,4,1,"","11/14/2016",10,10,0.1,2,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1545",10,1995,167,941,1030,1.2,7,2,2,1,"","11/14/2016",100,7,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1546",10,1996,167,942,936,0.5,6,1,1,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1550",10,2107,173,3571,1029,0.3,5,2,1,1,"","11/14/2016",85,5,0.1,1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1554",10,2106,173,3570,1029,0.4,6,4,1,1,"","11/14/2016",95,6,0.1,0.1,2,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"15551",10,2112,173,3576,1029,0.4,5,0,4,1,"","11/14/2016",100,5,0,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1556",10,2116,175,3580,1029,0.5,6,4,3,1,"","11/14/2016",100,6,0.1,0.1,3,"Orion 2","Logical Bound (MaxScorch > Htlc)"
"1557",11,1118,181,297,1029,4.5,35,19,16,1,"","",15,21,2,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1559",11,1115,181,294,1030,3.8,28,4,2,1,"","",33,12,1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1562",11,1114,181,293,1030,6.1,35,7,4,1,"","",40,19,1,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1566",11,1119,181,298,1029,6.9,47,27,21,1,"","",5,29,1,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1569",11,1161,187,440,1030,3.3,20,9,1,1,"","11/8/2016",90,22,0.1,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1570",11,1162,187,441,1030,3.2,18,6,1,1,"","11/8/2016",100,18,3,6,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1572",11,1111,181,290,1041,1,10,1,1,1,"14 stems alive: HODI-not listed","",100,10,2,3,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1573",11,1112,181,291,858,4,19,6,4,1,"","",100,19,1,2,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1574",11,1153,187,432,1029,9.6,27,11,11,1,"","11/8/2016",100,27,0.1,5,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1575",11,1167,187,446,1030,0.4,7,3,1,1,"","11/8/2016",75,5,0.1,1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1576",11,1168,187,447,1030,4,33,14,1,1,"","11/8/2016",55,28,4,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1578",11,1170,187,449,1030,6.3,29,4,1,1,"","11/8/2016",75,24,2,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1580",11,1159,187,438,1030,6.6,38,12,1,1,"","11/8/2016",10,26,0.1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1581",11,1160,187,439,1030,3.9,23,8,1,1,"","11/8/2016",100,23,1,4,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1582",11,1308,199,183,1030,6.3,38,9,1,1,"","11/8/2016",20,17,3,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1583",11,1309,199,184,1030,3.1,29,8,1,1,"","11/8/2016",35,16,1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1584",11,1163,187,442,1030,5.2,34,8,2,1,"","11/8/2016",70,31,2,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1585",11,1164,187,443,1030,5,31,12,2,1,"","11/8/2016",20,22,2,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1586",11,1165,187,444,1030,2.3,19,7,1,1,"","11/8/2016",10,9,0.1,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1588",11,1314,199,189,1029,10,56,28,28,1,"","11/8/2016",1,29,0,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1589",11,1315,199,190,1030,3.8,26,6,1,1,"","11/8/2016",100,26,0.1,5,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1590",11,1169,187,448,1030,5,28,6,2,1,"","11/8/2016",65,22,4,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1591",11,1317,199,192,1030,4.1,21,10,1,1,"","11/8/2016",60,17,1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1593",11,1319,199,194,1029,15.2,50,18,18,1,"forked","11/8/2016",75,35,0.1,19,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1594",11,1320,199,694,1030,3.9,21,7,1,1,"","11/8/2016",75,17,3,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1595",11,1321,199,695,1030,4.8,33,8,1,1,"","11/8/2016",85,25,1,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1597",11,1310,199,185,1029,12.1,52,22,22,1,"","11/8/2016",20,30,2,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1598",11,1311,199,186,1030,4,33,8,1,1,"","11/8/2016",1,9,0,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1599",11,1312,199,187,1030,10.2,53,9,2,1,"","11/8/2016",5,14,0,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1601",11,1327,199,NA,1041,0.7,8,4,4,1,"Hodi- not listed, not enough tag","11/8/2016",100,8,0.1,1,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1602",11,1328,199,NA,1037,0.3,7,1,1,1,"","11/8/2016",100,7,0.1,1,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1603",11,1316,199,191,1030,4.3,25,6,1,1,"","11/8/2016",90,22,3,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1604",11,1208,191,487,1030,8.4,65,40,22,1,"","11/8/2016",100,65,7,14,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1605",11,1209,191,488,1030,3.1,34,23,15,1,"","11/8/2016",100,34,4,10,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1607",11,1211,191,490,1030,4.4,39,28,6,1,"","11/8/2016",100,39,4,9,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1608",11,1212,191,491,1030,2,16,11,6,1,"","11/8/2016",100,16,5,7,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1609",11,1213,191,492,1030,3.7,35,21,12,1,"","11/8/2016",100,35,3,11,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1610",11,1323,199,697,1030,4.6,30,8,2,1,"","11/8/2016",90,26,0.1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1611",11,1324,199,698,1030,5.8,37,9,1,1,"","11/8/2016",30,16,1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1612",11,1325,199,600,1030,3.2,24,9,1,1,"","11/8/2016",65,13,1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1613",11,1326,199,597,1030,5.1,35,6,1,1,"","11/8/2016",25,16,0.1,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1614",11,1300,197,175,865,1.8,20,6,3,1,"n=12 live stem and n- 1 dead","11/8/2016",100,20,1,2,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1615",11,1301,197,176,1030,6.7,36,3,1,1,"","11/8/2016",35,13,0.1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1616",11,1207,189,486,1030,4.5,8,1,1,1,"","11/8/2016",100,8,6,7,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1618",11,1304,197,179,1030,3.2,17,1,1,1,"dead top","11/8/2016",25,17,0,0,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1619",11,1305,197,180,1030,3.3,16,1,1,1,"","11/8/2016",5,7,0,0,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1622",11,1227,191,2421,1030,9.3,45,21,4,1,"","11/8/2016",100,45,6,11,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1623",11,1228,191,2422,1030,3.1,18,11,6,1,"","11/8/2016",100,18,5,6,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1624",11,1229,191,2423,1029,29.1,107,24,24,1,"","11/8/2016",50,79,1,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1625",11,1230,191,2424,1030,7.2,46,16,6,1,"","11/8/2016",100,46,4,9,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1627",11,1232,191,2426,1030,3.7,23,16,5,1,"","11/8/2016",100,23,2,7,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1628",11,1233,191,2427,1030,3.2,16,7,3,1,"","11/8/2016",100,16,4,6,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1629",11,1234,191,2428,1030,9.3,51,19,6,1,"","11/8/2016",100,51,4,10,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1630",11,1235,191,2429,1030,14.3,74,33,13,1,"","11/8/2016",95,74,4,10,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1632",11,1237,191,2431,1030,13.7,77,15,9,1,"","11/8/2016",98,77,4,11,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1633",11,1238,191,2432,1030,7.1,51,26,8,1,"","11/8/2016",100,51,3,9,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1634",11,1239,191,2433,1030,4.1,22,12,8,1,"","11/8/2016",100,22,5,8,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1635",11,1240,191,2434,1030,10.7,73,42,11,1,"","11/8/2016",90,61,5,9,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1636",11,1241,191,2435,1030,11,71,42,24,1,"","11/8/2016",85,62,4,10,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1637",11,1242,193,2454,1029,3.1,18,13,5,1,"","11/8/2016",100,18,0.1,1,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1638",11,1243,193,2455,1029,4.2,26,14,5,1,"","11/8/2016",95,25,0.1,1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1639",11,1244,193,2456,1030,4.2,33,18,5,1,"","11/8/2016",55,23,0.1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1640",11,1245,193,2457,1029,5,40,28,8,1,"","11/8/2016",10,30,0.1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1641",11,1246,193,2458,1030,5,33,11,3,1,"","11/8/2016",50,22,0,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1646",11,1251,193,2463,1029,3.4,26,14,5,1,"","11/8/2016",30,16,0.1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1647",11,1252,193,2464,1029,3.2,20,13,4,1,"","11/8/2016",90,15,0.1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1648",11,1253,193,2465,1029,1.6,8,7,7,1,"","11/8/2016",10,8,0.1,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1650",11,1255,193,2467,1030,3.4,24,12,3,1,"","11/8/2016",98,24,0.1,1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1652",11,1257,193,2469,1030,3.1,22,10,5,1,"","11/8/2016",30,22,0,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1653",11,1258,193,2470,1029,6.2,31,12,2,1,"","11/8/2016",95,26,0,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1654",11,1259,193,2471,1029,3.8,26,16,5,1,"","11/8/2016",55,18,0.1,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1655",11,1260,193,2472,1029,1.2,9,7,4,1,"","11/8/2016",90,9,0.1,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1656",11,1261,193,2473,858,0.9,6,4,1,1,"","11/8/2016",100,6,6,6,5,"Angel","Logical Bound (MaxScorch > Htlc)"
"1657",11,1262,193,2474,1029,4.5,30,21,3,1,"","11/8/2016",40,23,4,9,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1658",11,1263,193,2475,858,1.7,9,5,1,1,"","11/8/2016",100,9,9,9,5,"Angel","Logical Bound (MaxScorch > Htlc)"
"1659",11,1264,193,2476,1030,6.8,34,13,2,1,"","11/8/2016",85,29,7,10,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1661",11,1226,191,2420,1030,11.1,62,27,14,1,"","11/8/2016",100,62,5,11,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1662",11,1267,193,2479,1029,3.1,20,13,3,1,"","11/8/2016",100,20,0.1,6,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1663",11,1268,193,2480,1030,9.2,52,17,3,1,"","11/8/2016",50,31,3,11,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1664",11,1269,193,2481,1030,7.1,32,9,2,1,"","11/8/2016",60,29,0.1,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1665",11,1270,193,2482,1030,16.5,72,16,1,1,"","11/8/2016",35,29,0.1,13,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1666",11,1271,193,2483,1029,5.4,31,13,3,1,"","11/8/2016",98,31,0.1,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1667",11,1272,193,2484,1030,5.4,25,9,1,1,"","11/8/2016",10,18,1,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1668",11,1273,195,148,1029,12.5,69,41,30,1,"","11/8/2016",100,69,69,69,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1669",11,1274,195,149,1030,16,62,27,4,1,"","11/8/2016",100,62,20,38,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1670",11,1275,195,150,1029,11.1,58,22,6,1,"","11/8/2016",25,35,5,16,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1671",11,1276,195,151,1030,7.3,43,1,1,1,"","11/8/2016",100,43,7,13,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"16721",11,1277,195,152,1030,10.6,47,9,10,1,"","11/8/2016",100,47,12,13,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1674",11,1279,195,154,1029,3.1,16,9,4,1,"","11/8/2016",100,16,0.1,0.1,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1675",11,1280,195,155,1029,2.9,11,7,5,1,"","11/8/2016",100,11,0.1,0.1,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1676",11,1281,195,156,1029,5.8,23,7,5,1,"","11/8/2016",15,19,0.1,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1679",11,1284,195,159,858,3.6,20,6,1,1,"","11/8/2016",5,7,0.1,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1681",11,1286,195,161,858,6.2,29,9,1,1,"","11/8/2016",15,16,0.1,6,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1683",11,1288,195,163,1030,13.2,71,11,5,1,"","11/8/2016",15,16,0.1,8,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1684",11,1289,195,164,1030,13.5,40,1,1,1,"mistletoe","11/8/2016",50,40,0.1,8,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1685",11,1290,195,165,858,17.2,77,23,5,1,"","11/8/2016",75,77,0.1,77,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1686",11,1291,195,166,1030,10.1,45,16,1,1,"mistletoe","11/8/2016",100,45,45,45,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1687",11,1292,195,167,1030,14.5,61,6,1,1,"","11/8/2016",25,19,0.1,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1688",11,1293,195,168,1030,5.8,24,5,5,1,"","11/8/2016",100,24,0.1,10,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1689",11,1294,195,169,1030,11.9,64,21,21,1,"","11/8/2016",100,64,0.1,64,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1692",11,1297,197,172,1030,8.6,27,8,2,1,"mistletoe","11/8/2016",95,27,4,11,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1693",11,1298,197,173,1030,8.8,28,7,4,1,"mistletoe","11/8/2016",95,28,2,9,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1694",11,1299,197,174,858,19.8,72,5,1,1,"","11/8/2016",20,21,0,16,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1697",11,1302,197,177,1030,3.9,22,4,1,1,"","11/8/2016",20,11,2,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1698",11,1181,189,460,1030,7.2,46,25,6,1,"","11/8/2016",70,34,0,0,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1701",11,1184,189,463,1030,7.6,50,22,6,1,"","11/8/2016",5,23,0,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1702",11,1185,189,464,1030,4.6,42,25,5,1,"","11/8/2016",15,30,0,1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1703",11,1186,189,465,1030,3.4,29,17,7,1,"","11/8/2016",100,29,0.1,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1704",11,1187,189,466,1030,4.1,43,29,6,1,"","11/8/2016",25,31,0,0.1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1705",11,1188,189,467,1030,6.2,37,21,6,1,"","11/8/2016",90,32,0.1,2,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1706",11,1189,189,468,1030,3.4,23,17,8,1,"","11/8/2016",100,23,0.1,4,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1707",11,1190,189,469,1030,5.8,44,21,7,1,"","11/8/2016",45,33,2,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1708",11,1191,189,470,1030,4.3,36,25,6,1,"","11/8/2016",90,26,1,4,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1709",11,1192,189,471,1030,4.4,41,33,23,1,"","11/8/2016",40,34,1,5,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1710",11,1193,189,472,1030,6.4,42,26,8,1,"","11/8/2016",65,34,0.1,7,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1712",11,1195,189,474,1030,5.2,34,19,5,1,"","11/8/2016",98,34,5,23,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1713",11,1196,189,475,1030,6,24,16,6,1,"","11/8/2016",98,24,6,15,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1714",11,1197,189,476,1030,5.5,34,21,8,1,"","11/8/2016",100,34,3,16,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1715",11,1198,189,477,1030,3.6,26,17,5,1,"","11/8/2016",100,26,4,14,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1716",11,1199,189,478,1030,4,25,17,9,1,"","11/8/2016",100,25,4,14,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1717",11,1200,189,479,1030,5.4,35,21,6,1,"","11/8/2016",100,35,6,17,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1718",11,1201,189,480,1030,16,60,22,8,1,"","11/8/2016",100,60,35,43,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1719",11,1202,189,481,858,3.1,21,10,2,1,"","11/8/2016",100,21,21,21,4,"Angel","Logical Bound (MaxScorch > Htlc)"
"1720",11,1203,189,482,1030,6.2,41,29,6,1,"","11/8/2016",100,41,41,41,4,"Angel","Logical Bound (MaxScorch > Htlc)"
"1721",11,1204,189,483,1030,5,33,16,7,1,"","11/8/2016",100,33,33,33,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1722",11,1205,189,484,917,7.9,59,27,24,1,"","11/8/2016",90,56,9,18,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1723",11,1206,189,485,1030,7,38,23,9,1,"","11/8/2016",100,38,38,38,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1724",11,1126,181,405,1029,12.8,64,29,6,1,"","",5,36,2,11,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1725",11,1127,181,406,1029,3.3,18,15,7,1,"","",100,18,3,4,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1726",11,1128,183,407,917,15.2,81,34,34,1,"","",90,72,0,22,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1727",11,1129,183,408,858,3.4,18,3,2,1,"","",100,18,0.1,1,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1728",11,1130,183,409,1029,19.5,88,40,21,1,"","",90,73,0.1,12,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1729",11,1131,185,410,1030,7.2,39,5,1,1,"","",15,17,0.1,1,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1730",11,1132,185,411,1030,4.5,31,3,1,1,"","",95,29,0.1,3,2,"Angel","Logical Bound (MaxScorch > Htlc)"
"1731",11,1214,191,493,1030,2.2,18,8,4,1,"","11/8/2016",100,18,3,9,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1732",11,1215,191,494,1030,7.4,48,27,4,1,"","11/8/2016",100,48,2,10,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1733",11,1216,191,495,1030,5.1,32,15,6,1,"","11/8/2016",100,32,4,12,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1735",11,1218,191,497,858,3.3,22,18,9,1,"","11/8/2016",100,22,2,4,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1736",11,1219,191,498,1030,12,60,37,20,1,"","11/8/2016",100,60,5,14,3,"Angel","Logical Bound (MaxScorch > Htlc)"
"1737",11,1220,191,499,858,9.1,48,30,6,1,"","11/8/2016",100,48,3,9,3,"Angel","Logical Bound (MaxScorch > Htlc)"
